tipo_inmueble,finalidad,estado_inmueble,ubicacion_principal,ubicacion_asociada,area,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error
Finca,venta,Usado,"Tunja, Boyaca","Tunja, Mesopotamia, Ub. el recreo",34.00  m2 m²,1,1,$240.000.000,5,9 a 15 años,1,", Ascensor, , Cerca centro comercial, , Citófono, , Trans. Público cercano, , Vista panorámica, , Zona Comercial, Descripción, ¡Tu negocio merece una ubicación privilegiada! Atos Inmobiliaria vende espectacular local esquinero sobre la avenida Olímpica, con excelente visibilidad y alto flujo de personas. Cuenta con baño privado, videocitófono y acceso por ascensor en edificio moderno y seguro. A solo pasos de la glorieta norte, rodeado de supermercados, clínicas, colegios y zonas comerciales. Perfecto para oficinas, consultorios o vitrinas. Una inversión inteligente en una zona de gran crecimiento. ¡No dejes pasar esta oportunidad y contáctanos hoy mismo!, Código Fincaraíz:, 192257993, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","¡Tu negocio merece una ubicación privilegiada! Atos Inmobiliaria vende espectacular local esquinero sobre la avenida Olímpica, con excelente visibilidad y alto flujo de personas. Cuenta con baño privado, videocitófono y acceso por ascensor en edificio moderno y seguro. A solo pasos de la glorieta norte, rodeado de supermercados, clínicas, colegios y zonas comerciales. Perfecto para oficinas, consultorios o vitrinas. Una inversión inteligente en una zona de gran crecimiento. ¡No dejes pasar esta oportunidad y contáctanos hoy mismo!",Código Fincaraíz:,192257993,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta-en-tunja/192257993,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Centro historico",130.00  m2 m²,4,3,$550.000.000,4,1 a 8 años,,", Canchas Deportivas, , Cerca centro comercial, , Citófono, , Closet, , Cocina Integral, , Salón Comunal, , Terraza, , Trans. Público cercano, , Vista panorámica, , Zona Comercial, , Zona Infantil, , Zona Residencial",Atos Inmobiliaria Vende Casa en Tunja,Código Fincaraíz:,191273491,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273491,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Cr. la reserva campestre",213.00  m2 m²,3,4,$2.300.000.000,6,menor a 1 año,,,"Atos Inmobiliaria ofrece en venta una exclusiva casa en el barrio La Villita al norte de la ciudad, recién construida y completamente amoblada. Esta impresionante propiedad está ubicada dentro de un conjunto cerrado, lo que garantiza seguridad y tranquilidad para ti y tu familia.",,191272996,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191272996,,
Apartamento,venta,Usado,"Tunja, Boyaca","Ub. parque de lidueña, Tunja, San ignacio",67.00  m2 m²,3,2,$357.000.000,4,9 a 15 años,3 Habs.,", Cerca centro comercial, , Closet, , Cocina tipo Americano, , Trans. Público cercano, , Zona Comercial, , Área Urbana, Descripción, ATOS INMOBILIARIA vende: Apartamento en Tunja",ATOS INMOBILIARIA vende: Apartamento en Tunja,Área total: 140 m²,191732985,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191732985,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Tunja, Santa ana, Santa rita",110.00  m2 m²,3,3,$457.700.000,5,9 a 15 años,,", Ascensor, , Cocina Integral, , Instalación de gas, , Vista panorámica, , Zona Residencial, Descripción, Se Vende Hermoso Apartamento para ESTRENAR, consta de 3 habitaciones, dos de ellas cuentan con baño privado, baño auxiliar, sala comedor, cocina integral, zona de ropas y parqueadero cubierto. El Conjunto cuenta con Piscina, Sauna, Jacuzzi, Turco, Gimnasio, Salón Social, Parque Infantil, Zonas Verdes, Canchas Múltiples y Vigilancia 24 Horas,, Código Fincaraíz:, 191274093, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Se Vende Hermoso Apartamento para ESTRENAR, consta de 3 habitaciones, dos de ellas cuentan con baño privado, baño auxiliar, sala comedor, cocina integral, zona de ropas y parqueadero cubierto. El Conjunto cuenta con Piscina, Sauna, Jacuzzi, Turco, Gimnasio, Salón Social, Parque Infantil, Zonas Verdes, Canchas Múltiples y Vigilancia 24 Horas,",,191274093,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191274093,,
Apartamento,venta,Usado,"Tunja, Tunja, Boyaca","Maldonado, Tunja, Mesopotamia",130.00  m2 m²,3,2,$420.000.000,5,¡Pregúntale!,,", En conjunto cerrado, , Portería / Recepción, , Zona Residencial, Descripción, Apartamento esquinero en el conjunto Ciudad Hayuelos de 95 m2 excelente vista a la ciudad con una iluminación y distribución increíble con un ambiente familiar 5 estrellas. Compuesto por 3 habitaciones con closet (Habitación principal con walking closet  y con baño privado adicional terraza, sala comedor con balcón con vista al norte Adicional doble parqueadero y deposito., Código Fincaraíz:, 192333565, Consultar, NC INTERNATIONAL BUSINESS SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Apartamento esquinero en el conjunto Ciudad Hayuelos de 95 m2 excelente vista a la ciudad con una iluminación y distribución increíble con un ambiente familiar 5 estrellas. Compuesto por 3 habitaciones con closet (Habitación principal con walking closet  y con baño privado adicional terraza, sala comedor con balcón con vista al norte Adicional doble parqueadero y deposito.",,192333565,NC INTERNATIONAL BUSINESS SAS,https://www.fincaraiz.com.co/apartamento-en-venta/192333565,,
Apartamento,venta,Usado,"Tunja, Boyaca","Ub. villa olimpica, La pradera, Mesopotamia",68.00  m2 m²,2,2,$320.000.000,5,9 a 15 años,,", Ascensor, , Calentador, , Canchas Deportivas, , Cerca centro comercial, , Citófono, , Closet, , Piscina, , Sauna / Turco / Jacuzzi, , Shut de basura, , Tanques de Agua, , Trans. Público cercano, , Vista panorámica","Atos Inmobiliaria presenta la oportunidad de adquirir un apartamento excepcional ubicado sobre la avenida Olímpica, en uno de los sectores más destacados de la ciudad. Este apartamento, situado en el sexto piso del edificio El Cid, ofrece una distribución funcional que incluye sala-comedor, balcón cubierto, estudio, habitación y baño auxiliar, así como una habitación principal con baño privado. Disfruta de una excelente iluminación natural y de las comodidades de vivir cerca de importantes establecimientos como Makro, el centro comercial Unicentro y el centro comercial Boulevard. Además, el edificio brinda amenidades de primer nivel como gimnasio, salón social, terraza panorámica, piscina y zonas húmedas, garantizando un estilo de vida cómodo y sofisticado. ¡Contáctanos para más detalles y asegura tu inversión en este exclusivo apartamento!",Código Fincaraíz:,191273115,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273115,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, Maldonado, Mesopotamia",79.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$490.000.000,5,1 a 8 años,1,", Ascensor, , Baños comunales, , Baños Mixtos, , Circuito cerrado de TV, , Citófono, , Detección de humo, , Piso en Baldosa /  Mármol, , Portería / Recepción, , Rociadores de agua, , Salón de videoconferencias, , Servicios Públicos, , Sobre vía secundaria","Box House tiene en Venta - Oficina Edificio Enterprise, Tunja",,192004968,BOX HOUSE BIENES RAICES,https://www.fincaraiz.com.co/oficina-en-venta/192004968,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Runta",280.00  m2 m²,3,3,$1.400.000.000,3,16 a 30 años,3 Habs.,", Balcón, , Cerca centro comercial, , Chimenea, , Cocina Integral, , Cocina tipo Americano, , Trans. Público cercano, , Vista panorámica, , Zona Campestre, , Zona Infantil, Descripción, CASA CAMPESTRES., Código Fincaraíz:, 191806030, Consultar, B&P Bienes y Proyectos SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros",CASA CAMPESTRES.,,191806030,B&P Bienes y Proyectos SAS,https://www.fincaraiz.com.co/casa-campestre-en-venta/191806030,,
Apartamento,venta,Usado,"El bosque, Tunja, Boyaca","Tunja, Aquinin, El bosque",59.00  m2 m²,2,1,$174.000.000,3,1 a 8 años,,", Cocina Integral, , Colegios / Universidades, , En conjunto cerrado, , Instalación de gas, , Parques cercanos, , Sobre vía principal, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Comercial, , Zona de lavandería, , Zona Residencial, Descripción, Apartamento en Tunja, Boyacá.","Apartamento en Tunja, Boyacá.",,191870648,Profesionales Inmobiliarios,https://www.fincaraiz.com.co/apartamento-en-venta/191870648,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, Centro historico",63.00  m2 m²,¡Pregúntale!,1,$350.000.000,2,9 a 15 años,1,", Ascensor, , Cerca centro comercial, , Terraza, , Trans. Público cercano, , Zona Comercial, Descripción, Espectacular local comercial en centro de la ciudad. Cuenta con 1 baño, 1 bodega tipo mezanine, agua, luz, gas natural y sala de espera. El centro comercial cuenta con ascensor, vigilancia, plazoletas de comidas, café y terrazas., Código Fincaraíz:, 191273994, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Espectacular local comercial en centro de la ciudad. Cuenta con 1 baño, 1 bodega tipo mezanine, agua, luz, gas natural y sala de espera. El centro comercial cuenta con ascensor, vigilancia, plazoletas de comidas, café y terrazas.",,191273994,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273994,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Santa ana, Santa rita",318.00  m2 m²,10,5,$860.000.000,3,16 a 30 años,,,"Atos tiene en venta una casa en Tunja, ubicada en la Avenida Norte, específicamente en el sector de Santa Ana. Esta propiedad tiene un área construida de 319 m² y cuenta con una distribución que incluye una casa habitacional de tres pisos, tres unidades residenciales y locales comerciales. Además, incluye un lote adicional para desarrollo que tiene una extensión de 90 m² y está situado sobre la calle 19.",,191273691,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273691,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Santa ana, Santa rita",381.00  m2 m²,6,5,$1.500.000.000,3,9 a 15 años,,,"Atos Inmobiliaria vende una excepcional casa-local en un sector de gran valorización comercial al norte de la ciudad de Tunja, al lado del Portal Muisca y cerca de la Plaza de Mercado del Norte. Este inmueble ofrece una excelente oportunidad tanto para vivienda como para negocio, gracias a su estratégica ubicación sobre la Avenida Norte y sus múltiples vías de acceso.",Código Fincaraíz:,191712341,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191712341,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Asis, Villa luz",150.00  m2 m²,3,3,$310.000.000,4,1 a 8 años,,", Acceso Pavimentado, , Baño Auxiliar, , Baño Independiente, , Bósque nativo, , Cerca de Zona Urbana, , Closet, , Garaje(s), , Hall de Alcobas, , Patio, , Piso en Baldosa /  Mármol, , Trans. Público cercano, , Vista panorámica","Código: 8991FR820 Excelente oportunidad de adquirir casa en la ciudad de Tunja, con fácil acceso de transporte público; esta consta de tres alcobas, la habitación principal con baño privado, dos baños sociales, cocina equipada, sala-comedor, zona de lavandería, depósito y garaje, la casa cuenta con una bodega amplia e independiente la cual se puede arrendar.",Código Fincaraíz:,192265710,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-tunja/192265710,,
Apartamento,venta,Usado,"Tunja, Boyaca","Tunja, La fuente",62.00  m2 m²,3,2,$195.000.000,3,1 a 8 años,3 Habs.,", En conjunto cerrado, , Parques cercanos, , Portería / Recepción, , Trans. Público cercano, Descripción, Venta de apartamentos Conjunto Residencial La Esperanza, consta de tres alcobas, dos baños, sala comedor, cocina con zona de lavandería, parqueadero descubierto, Apartamentos VIS se entregan en obra gris habitable, recibimos subsidios, entrega inmediata., Código Fincaraíz:, 191974725, Consultar, Vanguardia Inmobiliaria, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Venta de apartamentos Conjunto Residencial La Esperanza, consta de tres alcobas, dos baños, sala comedor, cocina con zona de lavandería, parqueadero descubierto, Apartamentos VIS se entregan en obra gris habitable, recibimos subsidios, entrega inmediata.",,191974725,Vanguardia Inmobiliaria,https://www.fincaraiz.com.co/apartamento-en-venta/191974725,,
Apartamento,venta,Usado,"Centro historico, Tunja, Boyaca","El topo, Tunja, Centro historico","78,000.00  m2 m²",3,2,$230.000.000,4,16 a 30 años,,", Baño Auxiliar, , Calentador, , Circuito cerrado de TV, , Citófono, , Cocina Integral, , Colegios / Universidades, , Sobre vía principal, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vista panorámica, , Vivienda Multifamiliar, , Zona Comercial","Apartamento cálido, con excelente iluminación, asoleación  de la tarde.",,10050704,ENTORNO URBANO,https://www.fincaraiz.com.co/apartamento-en-venta/10050704,,
Apartamento,venta,Usado,"Tunja, Boyaca","Maldonado, Tunja, Mesopotamia",76.00  m2 m²,3,2,$330.000.000,5,1 a 8 años,,", Ascensor, , Baño Auxiliar, , Citófono, , Cocina Integral, , En conjunto cerrado, , Garaje(s), , Gimnasio, , Instalación de gas, , Loft, , Salón Comunal, , Vigilancia, , Zona de lavandería, Descripción, INMOBILIARIA 2 MIL VENDE APARTAMENTO, Ubicado en el sector del CC Unicentro Tunja, área: 76 mts2+ parqueadero. Consta de sala, comedor, cocina integral, zona de lavandería, baño social, 2 habitaciones auxiliares, y habitación ppal con baño., El edificio cuenta con salón social, gimnasio, sauna., Vigilancia 24/7, Valor: 330.000.000, Código Fincaraíz:, 192004162, Consultar, INMOBILIARIA Y CONSTRUCTORA 2 MIL, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","INMOBILIARIA 2 MIL VENDE APARTAMENTO, Ubicado en el sector del CC Unicentro Tunja, área: 76 mts2+ parqueadero. Consta de sala, comedor, cocina integral, zona de lavandería, baño social, 2 habitaciones auxiliares, y habitación ppal con baño.",,192004162,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/apartamento-en-venta/192004162,,
Lote,venta,Usado,"Tunja, Boyaca","Tunja, El consuelo","13,069.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$2.589.642.000,2,1 a 8 años,,", Área Urbana, Descripción, ADMINISTRADORA AAVAL VENDE LOTE EN BOYACÁ, TUNJA, CON TRECE MIL SESENTA Y NUEVE m2, APTO PARA CONSTURCCIÓN DE VIVIENDA O COMERCIO COMO LOCALES O BODEGAS. ZONA URBANA CON ACCESO A SERVICIOS PÚBLICOS BÁSICOS ESTRATO 2 Y ACCESO A VIAS PAVIMENTADAS., Código Fincaraíz:, 191620694, Consultar, Administradora Aaval Ltda, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","ADMINISTRADORA AAVAL VENDE LOTE EN BOYACÁ, TUNJA, CON TRECE MIL SESENTA Y NUEVE m2, APTO PARA CONSTURCCIÓN DE VIVIENDA O COMERCIO COMO LOCALES O BODEGAS. ZONA URBANA CON ACCESO A SERVICIOS PÚBLICOS BÁSICOS ESTRATO 2 Y ACCESO A VIAS PAVIMENTADAS.",,191620694,Administradora Aaval Ltda,https://www.fincaraiz.com.co/lote-en-venta/191620694,,
Lote,venta,Usado,"Tunja, Boyaca","Tunja, Mesopotamia, La pradera","2,080.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$2.500.000.000,5,menor a 1 año,,", Trans. Público cercano, Descripción, Atos Inmobiliaria ofrece en venta un espectacular lote en el norte de la ciudad, ubicado en el barrio Mesopotamia. Con una extensión de 2080 m2, este terreno representa una excelente oportunidad de inversión en una zona de alta valorización, ideal para vivienda multifamiliar. Si estás buscando un terreno para desarrollar un proyecto residencial en una ubicación privilegiada, ¡no puedes dejar pasar esta oportunidad! Contáctanos para obtener más información y asegurar este lote para tu próximo proyecto inmobiliario., Código Fincaraíz:, 192136702, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria ofrece en venta un espectacular lote en el norte de la ciudad, ubicado en el barrio Mesopotamia. Con una extensión de 2080 m2, este terreno representa una excelente oportunidad de inversión en una zona de alta valorización, ideal para vivienda multifamiliar. Si estás buscando un terreno para desarrollar un proyecto residencial en una ubicación privilegiada, ¡no puedes dejar pasar esta oportunidad! Contáctanos para obtener más información y asegurar este lote para tu próximo proyecto inmobiliario.",Código Fincaraíz:,192136702,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/192136702,,
Finca,venta,Usado,"Tunja, Boyaca","Tunja, Centro historico",79.00  m2 m²,1,1,$317.000.000,4,más de 30 años,1,", Cerca centro comercial, , Piso en Baldosa /  Mármol, , Sobre vía principal, , Trans. Público cercano, , Zona Comercial, Descripción, El local comercial en venta de Atos Inmobiliaria en el Centro Comercial Lumol suena muy interesante. Está ubicado en el piso 2 y cuenta con un espacio abierto que ofrece muchas posibilidades para adaptarlo según las necesidades del comprador. Además, tiene una vista a la carrera 11, lo que puede ser atractivo para atraer la atención de los transeúntes.","El local comercial en venta de Atos Inmobiliaria en el Centro Comercial Lumol suena muy interesante. Está ubicado en el piso 2 y cuenta con un espacio abierto que ofrece muchas posibilidades para adaptarlo según las necesidades del comprador. Además, tiene una vista a la carrera 11, lo que puede ser atractivo para atraer la atención de los transeúntes.",,191273599,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/local-en-venta/191273599,,
Casa,venta,Usado,"Mesopotamia, Tunja, Boyaca","Tunja, Mesopotamia, Ub. los urapanes",91.00  m2 m²,3,2,$318.000.000,5,9 a 15 años,3 Habs.,", Acceso Pavimentado, , Ascensor, , Balcón, , Barra estilo americano, , Baño Auxiliar, , Baño Independiente, , Garaje(s), , Hall de Alcobas, , Instalación de gas, , Jardín, , Parqueadero Visitantes, , Parques cercanos","Código: 899FR1160 Excelente oportunidad de adquirir apartamento en uno de los sectores más cotizados de la ciudad de Tunja, ubicado en el barrio Mesopotamia, cerca de la Universidad Santo Tomas, Makro, Boulevard, Centro comercial Unicentro, Centro comercial la Sexta, estadio de la independencia, cuenta con buen transporte público, el apartamento está ubicado en un segundo piso, consta de tres habitaciones con closet, habitación principal con baño privado, cuarto de estudio, sala- comedor con balcón con cerramiento en vidrio templado, baño social, cocina integral, zona de lavandería, calentador a gas natural, citó fono, parqueadero cubierto, el edificio cuenta con Portería, Vigilancia las veinticuatro horas, sauna y jacuzzi, Salón Social, parque infantil, parqueadero de visitantes, el apartamento se entrega encortinado.",Código Fincaraíz:,192265202,Casa 360,https://www.fincaraiz.com.co/apartamento-en-venta-en-mesopotamia-tunja/192265202,,
Apartamento,venta,Usado,"Tunja, Boyaca",Tunja,52.00  m2 m²,2,2,$214.900.000,4,1 a 8 años,2 Habs.,", Ascensor, , Baño Auxiliar, , Circuito cerrado de TV, , Colegios / Universidades, , En conjunto cerrado, , Hall de Alcobas, , Salón Comunal, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vigilancia, , Vista panorámica, , Zona de lavandería","¡Oportunidad única para personalizar tu nuevo hogar! Te presentamos este apartamento en obra gris, ubicado en el exclusivo Conjunto Reserva del Bosque, en el sexto piso. Este espacio te ofrece la posibilidad de diseñar y terminar tu apartamento a tu gusto, creando un ambiente que refleje tu estilo y necesidades.",Código Fincaraíz:,192034133,BOX HOUSE BIENES RAICES,https://www.fincaraiz.com.co/apartamento-en-venta/192034133,,
Casa,venta,Usado,"Tunja, Boyaca","Tunja, Ub. alcala real, Ub. caminitos de oicata ii",99.00  m2 m²,4,3,$480.000.000,5,1 a 8 años,4 Habs.,,"¡Descubre la casa de tus sueños en el norte de Tunja! En el barrio Manantial, Atos Inmobiliaria tiene a la venta una impresionante casa de tres niveles. En el primer nivel, encontrarás una amplia sala, comedor, baño social, cocina integral y patio de ropas. En el segundo nivel, hay 3 habitaciones, baño social y balcón. En el tercer nivel, la habitación principal con baño privado y una encantadora terraza. Esta propiedad ofrece comodidad, lujo y vistas espectaculares. ¡No dejes pasar esta oportunidad! Contáctanos en Atos Inmobiliaria y haz de esta casa tu hogar.",Código Fincaraíz:,191273233,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273233,,
Apartamento,venta,Usado,"Tunja, Boyaca","Maldonado, Tunja, Mesopotamia",82.84  m2 m²,3,2,$340.000.000,5,¡Pregúntale!,,,"Apartamento en venta ubicado Tunja, muy cerca al edificio Garden Tower, glorieta del gobernador, Makro y Unicentro.",,192319381,Inmobiliaria Fenix,https://www.fincaraiz.com.co/apartamento-en-venta-en-tunja/192319381,,
